id,type,geometry,name,stationIdentifier,forecast,fireWeatherZone
https://api.weather.gov/stations/DS022,Feature,"{""type"": ""Point"", ""coordinates"": [-68.499984093, 45.3050887080569]}",Dataset Location 22,DS022,https://api.weather.gov/zones/forecast/DS022,https://api.weather.gov/zones/fire/DS022
https://api.weather.gov/stations/DS023,Feature,"{""type"": ""Point"", ""coordinates"": [-102.47702357, 43.0308392090589]}",Dataset Location 23,DS023,https://api.weather.gov/zones/forecast/DS023,https://api.weather.gov/zones/fire/DS023
https://api.weather.gov/stations/DS024,Feature,"{""type"": ""Point"", ""coordinates"": [-95.7273499999999, 30.7539666661704]}",Dataset Location 24,DS024,https://api.weather.gov/zones/forecast/DS024,https://api.weather.gov/zones/fire/DS024
https://api.weather.gov/stations/DS025,Feature,"{""type"": ""Point"", ""coordinates"": [-84.195733333, 35.8247166661043]}",Dataset Location 25,DS025,https://api.weather.gov/zones/forecast/DS025,https://api.weather.gov/zones/fire/DS025
https://api.weather.gov/stations/DS026,Feature,"{""type"": ""Point"", ""coordinates"": [-110.3404, 31.8847999991533]}",Dataset Location 26,DS026,https://api.weather.gov/zones/forecast/DS026,https://api.weather.gov/zones/fire/DS026
https://api.weather.gov/stations/DS027,Feature,"{""type"": ""Point"", ""coordinates"": [-94.8271833329999, 32.692249999142]}",Dataset Location 27,DS027,https://api.weather.gov/zones/forecast/DS027,https://api.weather.gov/zones/fire/DS027
https://api.weather.gov/stations/DS028,Feature,"{""type"": ""Point"", ""coordinates"": [-108.3528, 37.1191599990919]}",Dataset Location 28,DS028,https://api.weather.gov/zones/forecast/DS028,https://api.weather.gov/zones/fire/DS028
https://api.weather.gov/stations/DS029,Feature,"{""type"": ""Point"", ""coordinates"": [-108.8684771, 45.435000299057]}",Dataset Location 29,DS029,https://api.weather.gov/zones/forecast/DS029,https://api.weather.gov/zones/fire/DS029
https://api.weather.gov/stations/DS030,Feature,"{""type"": ""Point"", ""coordinates"": [-96.4047, 42.0605999990616]}",Dataset Location 30,DS030,https://api.weather.gov/zones/forecast/DS030,https://api.weather.gov/zones/fire/DS030
https://api.weather.gov/stations/DS031,Feature,"{""type"": ""Point"", ""coordinates"": [-99.1572384999999, 48.231001899063]}",Dataset Location 31,DS031,https://api.weather.gov/zones/forecast/DS031,https://api.weather.gov/zones/fire/DS031
https://api.weather.gov/stations/DS032,Feature,"{""type"": ""Point"", ""coordinates"": [-104.965, 33.0271299991374]}",Dataset Location 32,DS032,https://api.weather.gov/zones/forecast/DS032,https://api.weather.gov/zones/fire/DS032
https://api.weather.gov/stations/DS033,Feature,"{""type"": ""Point"", ""coordinates"": [-115.89, 43.2860999990584]}",Dataset Location 33,DS033,https://api.weather.gov/zones/forecast/DS033,https://api.weather.gov/zones/fire/DS033
https://api.weather.gov/stations/DS034,Feature,"{""type"": ""Point"", ""coordinates"": [-82.8255556, 37.5869443990878]}",Dataset Location 34,DS034,https://api.weather.gov/zones/forecast/DS034,https://api.weather.gov/zones/fire/DS034
https://api.weather.gov/stations/DS035,Feature,"{""type"": ""Point"", ""coordinates"": [-118.68, 36.3215099990993]}",Dataset Location 35,DS035,https://api.weather.gov/zones/forecast/DS035,https://api.weather.gov/zones/fire/DS035
https://api.weather.gov/stations/DS036,Feature,"{""type"": ""Point"", ""coordinates"": [-117.22319, 33.9027999991262]}",Dataset Location 36,DS036,https://api.weather.gov/zones/forecast/DS036,https://api.weather.gov/zones/fire/DS036
https://api.weather.gov/stations/DS037,Feature,"{""type"": ""Point"", ""coordinates"": [-121.4436, 44.5099999990569]}",Dataset Location 37,DS037,https://api.weather.gov/zones/forecast/DS037,https://api.weather.gov/zones/fire/DS037
https://api.weather.gov/stations/DS038,Feature,"{""type"": ""Point"", ""coordinates"": [-87.61822665139333, 47.52916861274811]}",Dataset Location 38,DS038,https://api.weather.gov/zones/forecast/DS038,https://api.weather.gov/zones/fire/DS038
https://api.weather.gov/stations/DS039,Feature,"{""type"": ""Point"", ""coordinates"": [-87.82241238192816, 39.71240777383804]}",Dataset Location 39,DS039,https://api.weather.gov/zones/forecast/DS039,https://api.weather.gov/zones/fire/DS039
https://api.weather.gov/stations/DS040,Feature,"{""type"": ""Point"", ""coordinates"": [-105.039139, 47.9333609990619]}",Dataset Location 40,DS040,https://api.weather.gov/zones/forecast/DS040,https://api.weather.gov/zones/fire/DS040
https://api.weather.gov/stations/DS041,Feature,"{""type"": ""Point"", ""coordinates"": [-95.2313, 47.8484999990616]}",Dataset Location 41,DS041,https://api.weather.gov/zones/forecast/DS041,https://api.weather.gov/zones/fire/DS041
https://api.weather.gov/stations/DS042,Feature,"{""type"": ""Point"", ""coordinates"": [-115.300797, 36.047797999102]}",Dataset Location 42,DS042,https://api.weather.gov/zones/forecast/DS042,https://api.weather.gov/zones/fire/DS042
https://api.weather.gov/stations/DS043,Feature,"{""type"": ""Point"", ""coordinates"": [-88.27028644522258, 42.91082517799696]}",Dataset Location 43,DS043,https://api.weather.gov/zones/forecast/DS043,https://api.weather.gov/zones/fire/DS043
https://api.weather.gov/stations/DS044,Feature,"{""type"": ""Point"", ""coordinates"": [-71.4014979999999, 42.3265889990608]}",Dataset Location 44,DS044,https://api.weather.gov/zones/forecast/DS044,https://api.weather.gov/zones/fire/DS044
https://api.weather.gov/stations/DS045,Feature,"{""type"": ""Point"", ""coordinates"": [-96.42, 35.7224999991054]}",Dataset Location 45,DS045,https://api.weather.gov/zones/forecast/DS045,https://api.weather.gov/zones/fire/DS045
https://api.weather.gov/stations/DS046,Feature,"{""type"": ""Point"", ""coordinates"": [-121.2475, 39.323611110075]}",Dataset Location 46,DS046,https://api.weather.gov/zones/forecast/DS046,https://api.weather.gov/zones/fire/DS046
https://api.weather.gov/stations/DS047,Feature,"{""type"": ""Point"", ""coordinates"": [-109.0157, 34.0054899991249]}",Dataset Location 47,DS047,https://api.weather.gov/zones/forecast/DS047,https://api.weather.gov/zones/fire/DS047
https://api.weather.gov/stations/DS048,Feature,"{""type"": ""Point"", ""coordinates"": [-118.6637, 44.7966799990568]}",Dataset Location 48,DS048,https://api.weather.gov/zones/forecast/DS048,https://api.weather.gov/zones/fire/DS048
https://api.weather.gov/stations/DS049,Feature,"{""type"": ""Point"", ""coordinates"": [-99.29023079190884, 27.47853182331717]}",Dataset Location 49,DS049,https://api.weather.gov/zones/forecast/DS049,https://api.weather.gov/zones/fire/DS049
https://api.weather.gov/stations/DS050,Feature,"{""type"": ""Point"", ""coordinates"": [-104.1264, 44.1230999990572]}",Dataset Location 50,DS050,https://api.weather.gov/zones/forecast/DS050,https://api.weather.gov/zones/fire/DS050
https://api.weather.gov/stations/DS051,Feature,"{""type"": ""Point"", ""coordinates"": [-108.7319, 39.8847199990716]}",Dataset Location 51,DS051,https://api.weather.gov/zones/forecast/DS051,https://api.weather.gov/zones/fire/DS051
https://api.weather.gov/stations/DS052,Feature,"{""type"": ""Point"", ""coordinates"": [-80.56181048020525, 42.04871256910165]}",Dataset Location 52,DS052,https://api.weather.gov/zones/forecast/DS052,https://api.weather.gov/zones/fire/DS052
https://api.weather.gov/stations/DS053,Feature,"{""type"": ""Point"", ""coordinates"": [-112.9969, 37.6017699990877]}",Dataset Location 53,DS053,https://api.weather.gov/zones/forecast/DS053,https://api.weather.gov/zones/fire/DS053
https://api.weather.gov/stations/DS054,Feature,"{""type"": ""Point"", ""coordinates"": [-81.1241699999999, 34.073049999124]}",Dataset Location 54,DS054,https://api.weather.gov/zones/forecast/DS054,https://api.weather.gov/zones/fire/DS054
https://api.weather.gov/stations/DS055,Feature,"{""type"": ""Point"", ""coordinates"": [-94.6281, 35.7263999991054]}",Dataset Location 55,DS055,https://api.weather.gov/zones/forecast/DS055,https://api.weather.gov/zones/fire/DS055
https://api.weather.gov/stations/DS056,Feature,"{""type"": ""Point"", ""coordinates"": [-78.8368333, 35.2209999991108]}",Dataset Location 56,DS056,https://api.weather.gov/zones/forecast/DS056,https://api.weather.gov/zones/fire/DS056
https://api.weather.gov/stations/DS057,Feature,"{""type"": ""Point"", ""coordinates"": [-113.07306, 48.5549999990643]}",Dataset Location 57,DS057,https://api.weather.gov/zones/forecast/DS057,https://api.weather.gov/zones/fire/DS057
https://api.weather.gov/stations/DS058,Feature,"{""type"": ""Point"", ""coordinates"": [-111.2254, 33.2739399991341]}",Dataset Location 58,DS058,https://api.weather.gov/zones/forecast/DS058,https://api.weather.gov/zones/fire/DS058
https://api.weather.gov/stations/DS059,Feature,"{""type"": ""Point"", ""coordinates"": [-85.426, 30.5071999991743]}",Dataset Location 59,DS059,https://api.weather.gov/zones/forecast/DS059,https://api.weather.gov/zones/fire/DS059
https://api.weather.gov/stations/DS060,Feature,"{""type"": ""Point"", ""coordinates"": [-78.400555556, 38.5524999990803]}",Dataset Location 60,DS060,https://api.weather.gov/zones/forecast/DS060,https://api.weather.gov/zones/fire/DS060
https://api.weather.gov/stations/DS061,Feature,"{""type"": ""Point"", ""coordinates"": [-120.3125, 47.1402699990596]}",Dataset Location 61,DS061,https://api.weather.gov/zones/forecast/DS061,https://api.weather.gov/zones/fire/DS061
https://api.weather.gov/stations/DS062,Feature,"{""type"": ""Point"", ""coordinates"": [-105.3401, 41.9086099990621]}",Dataset Location 62,DS062,https://api.weather.gov/zones/forecast/DS062,https://api.weather.gov/zones/fire/DS062
https://api.weather.gov/stations/DS063,Feature,"{""type"": ""Point"", ""coordinates"": [-70.229231076, 44.1865621600571]}",Dataset Location 63,DS063,https://api.weather.gov/zones/forecast/DS063,https://api.weather.gov/zones/fire/DS063
https://api.weather.gov/stations/DS064,Feature,"{""type"": ""Point"", ""coordinates"": [-102.558333, 47.8447219990616]}",Dataset Location 64,DS064,https://api.weather.gov/zones/forecast/DS064,https://api.weather.gov/zones/fire/DS064
https://api.weather.gov/stations/DS065,Feature,"{""type"": ""Point"", ""coordinates"": [-119.714108, 36.888476999094]}",Dataset Location 65,DS065,https://api.weather.gov/zones/forecast/DS065,https://api.weather.gov/zones/fire/DS065
https://api.weather.gov/stations/DS066,Feature,"{""type"": ""Point"", ""coordinates"": [-75.05391144521307, 44.02005135319136]}",Dataset Location 66,DS066,https://api.weather.gov/zones/forecast/DS066,https://api.weather.gov/zones/fire/DS066
https://api.weather.gov/stations/DS067,Feature,"{""type"": ""Point"", ""coordinates"": [-89.44780447498444, 39.07697451548037]}",Dataset Location 67,DS067,https://api.weather.gov/zones/forecast/DS067,https://api.weather.gov/zones/fire/DS067
https://api.weather.gov/stations/DS068,Feature,"{""type"": ""Point"", ""coordinates"": [-85.53970823513063, 40.83519549699524]}",Dataset Location 68,DS068,https://api.weather.gov/zones/forecast/DS068,https://api.weather.gov/zones/fire/DS068
https://api.weather.gov/stations/DS069,Feature,"{""type"": ""Point"", ""coordinates"": [-116.415883, 33.6097459991298]}",Dataset Location 69,DS069,https://api.weather.gov/zones/forecast/DS069,https://api.weather.gov/zones/fire/DS069
https://api.weather.gov/stations/DS070,Feature,"{""type"": ""Point"", ""coordinates"": [-94.9408799999999, 39.2720899990753]}",Dataset Location 70,DS070,https://api.weather.gov/zones/forecast/DS070,https://api.weather.gov/zones/fire/DS070
https://api.weather.gov/stations/DS071,Feature,"{""type"": ""Point"", ""coordinates"": [-88.409516667, 35.3571833321093]}",Dataset Location 71,DS071,https://api.weather.gov/zones/forecast/DS071,https://api.weather.gov/zones/fire/DS071
https://api.weather.gov/stations/DS072,Feature,"{""type"": ""Point"", ""coordinates"": [-98.4590899506504, 41.544932087974445]}",Dataset Location 72,DS072,https://api.weather.gov/zones/forecast/DS072,https://api.weather.gov/zones/fire/DS072
https://api.weather.gov/stations/DS073,Feature,"{""type"": ""Point"", ""coordinates"": [-118.22275, 34.6175699991176]}",Dataset Location 73,DS073,https://api.weather.gov/zones/forecast/DS073,https://api.weather.gov/zones/fire/DS073
https://api.weather.gov/stations/DS074,Feature,"{""type"": ""Point"", ""coordinates"": [-122.8953, 46.6575199990585]}",Dataset Location 74,DS074,https://api.weather.gov/zones/forecast/DS074,https://api.weather.gov/zones/fire/DS074
https://api.weather.gov/stations/DS075,Feature,"{""type"": ""Point"", ""coordinates"": [-105.7517, 39.3018899990751]}",Dataset Location 75,DS075,https://api.weather.gov/zones/forecast/DS075,https://api.weather.gov/zones/fire/DS075
https://api.weather.gov/stations/DS076,Feature,"{""type"": ""Point"", ""coordinates"": [-122.231358, 40.6318709990675]}",Dataset Location 76,DS076,https://api.weather.gov/zones/forecast/DS076,https://api.weather.gov/zones/fire/DS076
https://api.weather.gov/stations/DS077,Feature,"{""type"": ""Point"", ""coordinates"": [-116.471867, 40.6775669990673]}",Dataset Location 77,DS077,https://api.weather.gov/zones/forecast/DS077,https://api.weather.gov/zones/fire/DS077
https://api.weather.gov/stations/DS078,Feature,"{""type"": ""Point"", ""coordinates"": [-106.3566, 35.5863699991068]}",Dataset Location 78,DS078,https://api.weather.gov/zones/forecast/DS078,https://api.weather.gov/zones/fire/DS078
https://api.weather.gov/stations/DS079,Feature,"{""type"": ""Point"", ""coordinates"": [-123.6608333, 41.0208332990657]}",Dataset Location 79,DS079,https://api.weather.gov/zones/forecast/DS079,https://api.weather.gov/zones/fire/DS079
https://api.weather.gov/stations/DS080,Feature,"{""type"": ""Point"", ""coordinates"": [-114.551388889, 47.5344444430606]}",Dataset Location 80,DS080,https://api.weather.gov/zones/forecast/DS080,https://api.weather.gov/zones/fire/DS080
https://api.weather.gov/stations/DS081,Feature,"{""type"": ""Point"", ""coordinates"": [-109.291, 48.1168999990626]}",Dataset Location 81,DS081,https://api.weather.gov/zones/forecast/DS081,https://api.weather.gov/zones/fire/DS081
https://api.weather.gov/stations/DS082,Feature,"{""type"": ""Point"", ""coordinates"": [-120.518608, 37.5740659990879]}",Dataset Location 82,DS082,https://api.weather.gov/zones/forecast/DS082,https://api.weather.gov/zones/fire/DS082
https://api.weather.gov/stations/DS083,Feature,"{""type"": ""Point"", ""coordinates"": [-81.1472199999999, 26.7152799992418]}",Dataset Location 83,DS083,https://api.weather.gov/zones/forecast/DS083,https://api.weather.gov/zones/fire/DS083
https://api.weather.gov/stations/DS084,Feature,"{""type"": ""Point"", ""coordinates"": [-99.325, 44.2238999990571]}",Dataset Location 84,DS084,https://api.weather.gov/zones/forecast/DS084,https://api.weather.gov/zones/fire/DS084
https://api.weather.gov/stations/DS085,Feature,"{""type"": ""Point"", ""coordinates"": [-111.9661, 42.58344999906]}",Dataset Location 85,DS085,https://api.weather.gov/zones/forecast/DS085,https://api.weather.gov/zones/fire/DS085
https://api.weather.gov/stations/DS086,Feature,"{""type"": ""Point"", ""coordinates"": [-85.1634247389999, 44.308871599057]}",Dataset Location 86,DS086,https://api.weather.gov/zones/forecast/DS086,https://api.weather.gov/zones/fire/DS086
https://api.weather.gov/stations/DS087,Feature,"{""type"": ""Point"", ""coordinates"": [-100.954666667, 35.3984999991088]}",Dataset Location 87,DS087,https://api.weather.gov/zones/forecast/DS087,https://api.weather.gov/zones/fire/DS087
https://api.weather.gov/stations/DS088,Feature,"{""type"": ""Point"", ""coordinates"": [-100.57183761989933, 39.50856693538344]}",Dataset Location 88,DS088,https://api.weather.gov/zones/forecast/DS088,https://api.weather.gov/zones/fire/DS088
https://api.weather.gov/stations/DS089,Feature,"{""type"": ""Point"", ""coordinates"": [-111.4369, 35.017429999113]}",Dataset Location 89,DS089,https://api.weather.gov/zones/forecast/DS089,https://api.weather.gov/zones/fire/DS089
https://api.weather.gov/stations/DS090,Feature,"{""type"": ""Point"", ""coordinates"": [-93.523720034, 45.8204681650573]}",Dataset Location 90,DS090,https://api.weather.gov/zones/forecast/DS090,https://api.weather.gov/zones/fire/DS090
https://api.weather.gov/stations/DS091,Feature,"{""type"": ""Point"", ""coordinates"": [-99.7694999999999, 31.3341999991615]}",Dataset Location 91,DS091,https://api.weather.gov/zones/forecast/DS091,https://api.weather.gov/zones/fire/DS091
https://api.weather.gov/stations/DS092,Feature,"{""type"": ""Point"", ""coordinates"": [-106.795303, 45.2573009990569]}",Dataset Location 92,DS092,https://api.weather.gov/zones/forecast/DS092,https://api.weather.gov/zones/fire/DS092
https://api.weather.gov/stations/DS093,Feature,"{""type"": ""Point"", ""coordinates"": [-91.21967318942754, 39.49169296354604]}",Dataset Location 93,DS093,https://api.weather.gov/zones/forecast/DS093,https://api.weather.gov/zones/fire/DS093
https://api.weather.gov/stations/DS094,Feature,"{""type"": ""Point"", ""coordinates"": [-116.1079, 45.8847999990573]}",Dataset Location 94,DS094,https://api.weather.gov/zones/forecast/DS094,https://api.weather.gov/zones/fire/DS094
https://api.weather.gov/stations/DS095,Feature,"{""type"": ""Point"", ""coordinates"": [-122.824954, 38.9706769990773]}",Dataset Location 95,DS095,https://api.weather.gov/zones/forecast/DS095,https://api.weather.gov/zones/fire/DS095
https://api.weather.gov/stations/DS096,Feature,"{""type"": ""Point"", ""coordinates"": [-100.915, 43.2111111090586]}",Dataset Location 96,DS096,https://api.weather.gov/zones/forecast/DS096,https://api.weather.gov/zones/fire/DS096
https://api.weather.gov/stations/DS097,Feature,"{""type"": ""Point"", ""coordinates"": [-93.962966667, 30.905799999168]}",Dataset Location 97,DS097,https://api.weather.gov/zones/forecast/DS097,https://api.weather.gov/zones/fire/DS097
https://api.weather.gov/stations/DS098,Feature,"{""type"": ""Point"", ""coordinates"": [-121.0681, 42.1015799990615]}",Dataset Location 98,DS098,https://api.weather.gov/zones/forecast/DS098,https://api.weather.gov/zones/fire/DS098
https://api.weather.gov/stations/DS099,Feature,"{""type"": ""Point"", ""coordinates"": [-85.89672, 33.517519999131]}",Dataset Location 99,DS099,https://api.weather.gov/zones/forecast/DS099,https://api.weather.gov/zones/fire/DS099
https://api.weather.gov/stations/DS100,Feature,"{""type"": ""Point"", ""coordinates"": [-120.466698, 35.5026219991077]}",Dataset Location 100,DS100,https://api.weather.gov/zones/forecast/DS100,https://api.weather.gov/zones/fire/DS100
